location,id,title,expires,branch,tenure,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,type_of_appt,pay_plan,pay,pb_order
"Arlington, VA",1109,Executive Speechwriter,,Executive,,Department of Defense - Department of the Air Force,Office of The Secretary,5177,5233,10,Lara M. Battles,Schedule C Excepted Appointment(SC),General Schedule(GS),15,25
"Washington, DC",111,"Deputy Administrator, Single-Family Housing",,Executive,,Department of Agriculture,Rural Housing Service,7152,6752,200,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,25
"Arlington, VA",1110,Under Secretary of the Air Force,,Executive,,Department of Defense - Department of the Air Force,Office of the Under Secretary,5132,5177,20,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1111,Special Assistant,,Executive,,Department of Defense - Department of the Air Force,Office of the Under Secretary,5132,5177,20,Rudolph C. Barnes III,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Arlington, VA",1112,Special Assistant,,Executive,,Department of Defense - Department of the Air Force,Office of the Under Secretary,5132,5177,20,Averyl E. H Bailey,Schedule C Excepted Appointment(SC),General Schedule(GS),15,15
"Arlington, VA",1113,General Counsel,,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Charles A. Blanchard,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1114,Deputy General Counsel (Fiscal Ethics and Civilian Personnel),,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Arlington, VA",1115,Deputy General Counsel (National Security and Military Affairs),,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Arlington, VA",1116,Deputy General Counsel (Contractor Responsibility),,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Vacant,,Senior Executive Service(ES),,20
"Washington, DC",1117,Special Assistant,,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,James A. Cadogan,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25
"Washington, DC",1118,Deputy General Counsel (International Affairs),,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,30
"Washington, DC",1119,Principal Deputy General Counsel,,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,35
"Washington, DC",112,Chief of Staff,,Executive,,Department of Agriculture,Rural Housing Service,7152,6752,200,Ada Cristina Chiappe,Schedule C Excepted Appointment(SC),General Schedule(GS),15,30
"Washington, DC",1120,Deputy General Counsel (Installations and Environmental Law),,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,40
"Washington, DC",1121,Deputy General Counsel (Acquisition),,Executive,,Department of Defense - Department of the Air Force,Office of the General Counsel,5181,5233,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,45
"Arlington, VA",1122,Assistant Secretary (Financial Management and Comptroller),,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Financial Management and Comptroller,5182,5233,40,Jamie M. Morin,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1123,Principal Deputy Assistant Secretary (Financial Management),,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Financial Management and Comptroller,5182,5233,40,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Arlington, VA",1124,Assistant Secretary of the Air Force (Acquisition),,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Acquisition,5186,5233,50,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1125,Principal Deputy Assistant Secretary (Acquisition and Management),,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Acquisition,5186,5233,50,Vacant,,Senior Executive Service(ES),,10
"Arlington, VA",1126,Assistant Secretary of the Air Force,,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Manpower and Reserve Affairs,5191,5233,60,Daniel R. Ginsberg,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1127,Special Assistant,,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Manpower and Reserve Affairs,5191,5233,60,Edmundo A. Gonzales,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",1128,Principal Deputy Assistant Secretary,,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Manpower and Reserve Affairs,5191,5233,60,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Arlington, VA",1129,Deputy Assistant Secretary for Strategic Diversity Integration,,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Manpower and Reserve Affairs,5191,5233,60,"Jarris L. Taylor, Jr.",Noncareer Appointment(NA),Senior Executive Service(ES),,20
"Omaha, NE",113,"Executive Director, National Food and Agriculture Council",,Executive,,Department of Agriculture,Rural Housing Service,7152,6752,200,John J. Berge,Schedule C Excepted Appointment(SC),General Schedule(GS),15,35
"Washington, DC",1130,Deputy Assistant Secretary for Force Management and Integration,,Executive,,Department of Defense - Department of the Air Force,Office of Assistant Secretary Air Force For Manpower and Reserve Affairs,5191,5233,60,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,25
"Arlington, VA",1131,Deputy Assistant Secretary,,Executive,,Department of Defense - Department of the Air Force,Office Deputy Assistant Secretary Reserve Affairs,5235,5191,70,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Arlington, VA",1132,Assistant Secretary,,Executive,,Department of Defense - Department of the Air Force,"Office of Assistant Secretary Air Force, Installations, Environment, and Logistics",5143,5233,80,Terry A. Yonkers,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1133,Principal Deputy Assistant Secretary,,Executive,,Department of Defense - Department of the Air Force,"Office of Assistant Secretary Air Force, Installations, Environment, and Logistics",5143,5233,80,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Arlington, VA",1134,"Deputy Assistant Secretary (Energy, Environment, Safety and Occupational Health)",,Executive,,Department of Defense - Department of the Air Force,"Office of Assistant Secretary Air Force, Installations, Environment, and Logistics",5143,5233,80,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Arlington, VA",1135,Special Assistant,,Executive,,Department of Defense - Department of the Air Force,"Office of Assistant Secretary Air Force, Installations, Environment, and Logistics",5143,5233,80,Camron Gorguinpour,Schedule C Excepted Appointment(SC),General Schedule(GS),14,20
"Arlington, VA",1136,Special Assistant,,Executive,,Department of Defense - Department of the Air Force,"Office of Assistant Secretary Air Force, Installations, Environment, and Logistics",5143,5233,80,Lach R. Litwer,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25
"Arlington, VA",1137,Secretary,,Executive,,Department of Defense - Department of the Army,Office of the Secretary of the Army,5898,5856,10,John M. McHugh,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,5
"Arlington, VA",1138,Special Assistant,,Executive,,Department of Defense - Department of the Army,Office of the Secretary of the Army,5898,5856,10,Anne R. LeMay,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",1139,"Director, District of Columbia National Guard",,Executive,,Department of Defense - Department of the Army,Office of the Secretary of the Army,5898,5856,10,Errol R. Schwartz,Noncareer Appointment(NA),Senior Executive Service(ES),,15
"Washington, DC",114,Special Assistant,,Executive,,Department of Agriculture,Rural Housing Service,7152,6752,200,Lillian Elizabeth Salerno,Schedule C Excepted Appointment(SC),General Schedule(GS),15,40
"Washington, DC",1140,"Deputy Director, District of Columbia National Guard",,Executive,,Department of Defense - Department of the Army,Office of the Secretary of the Army,5898,5856,10,Renwick L. Payne,Noncareer Appointment(NA),Senior Executive Service(ES),,20
"Arlington, VA",1141,Personal and Confidential Assistant,,Executive,,Department of Defense - Department of the Army,Office of the Secretary of the Army,5898,5856,10,Kathleen M. Cox,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25
"Arlington, VA",1142,Under Secretary of the Army,,Executive,,Department of Defense - Department of the Army,Office of the Under Secretary of the Army,5857,5856,20,Joseph W. Westphal,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5
"Arlington, VA",1143,Special Assistant to the Chief Management Officer,,Executive,,Department of Defense - Department of the Army,Office of the Under Secretary of the Army,5857,5856,20,James D. Mowrer,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25
"Arlington, VA",1144,Directory,,Executive,,Department of Defense - Department of the Army,Office of Small Business Programs,5859,5857,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Arlington, VA",1145,Deputy Under Secretary of the Army,,Executive,,Department of Defense - Department of the Army,Office of the Deputy Under Secretary of the Army,5899,5856,40,Thomas E. Hawley,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Arlington, VA",1146,"Director, Institutional Army Transformation Commission",2/11/2015,Executive,,Department of Defense - Department of the Army,Office of the Deputy Under Secretary of the Army,5899,5856,40,Leonard W. Braverman,Limited Term Appointment(TA),Senior Executive Service(ES),,10
"Arlington, VA",1147,Special Assistant,,Executive,,Department of Defense - Department of the Army,Office of the Deputy Under Secretary of the Army,5899,5856,40,Justin S. Rubin,Schedule C Excepted Appointment(SC),General Schedule(GS),15,15
"Arlington, VA",1148,Assistant Secretary of the Army,,Executive,,Department of Defense - Department of the Army,"Office of the Assistant Secretary of the Army (Acquisition, Logistics, and Technology)",5862,5856,50,Heidi Shyu,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Arlington, VA",1149,Principal Deputy Assistant Secretary of the Army,,Executive,,Department of Defense - Department of the Army,"Office of the Assistant Secretary of the Army (Acquisition, Logistics, and Technology)",5862,5856,50,Vacant,,Senior Executive Service(ES),,10
"Washington, DC",115,Confidential Assistant,,Executive,,Department of Agriculture,Rural Housing Service,7152,6752,200,Ashli Palmer,Schedule C Excepted Appointment(SC),General Schedule(GS),13,50
"Arlington, VA",1150,Special Assistant,,Executive,,Department of Defense - Department of the Army,"Office of the Assistant Secretary of the Army (Acquisition, Logistics, and Technology)",5862,5856,50,Gabriel O. Camarillo,Schedule C Excepted Appointment(SC),General Schedule(GS),15,15
"Arlington, VA",1151,Special Assistant,,Executive,,Department of Defense - Department of the Army,"Office of the Assistant Secretary of the Army (Acquisition, Logistics, and Technology)",5862,5856,50,Amanda Renae Simpson,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20
"Arlington, VA",1152,Assistant Secretary of the Army,,Executive,,Department of Defense - Department of the Army,Office of the Assistant Secretary of the Army (Civil Works),5901,5856,60,Jo-Ellen Darcy,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
