title,expires,branch,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,tenure,type_of_appt,pay_plan,pay,pb_order,location,id
"Director, National Aeronautics and Space Administration, Marshall Space Flight Center",,Executive,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,MARSHALL SPACE FLIGHT CENTER,40136,39650,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Huntsville, AL",1092
"Manager, Office of the Chief Counsel",,Executive,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,MARSHALL SPACE FLIGHT CENTER,40136,39650,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Huntsville, AL",1093
"Director, National Aeronautics and Space Administration, Stennis Space Center",,Executive,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,STENNIS SPACE CENTER,40137,39650,300,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Bay St Louis, MS",1094
Chief Counsel,,Executive,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,STENNIS SPACE CENTER,40137,39650,300,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Bay St Louis, MS",1095
Inspector General,,Executive,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,40027,-1,1,Paul Martin,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,5,"Washington, DC",1096
Special Assistant for Audits,,Executive,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,40027,-1,1,Vacant,,,Senior Executive Service(ES),,10,"Washington, DC",1097
Archivist of the United States,,Executive,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ARCHIVIST OF UNITED STATES AND DEPUTY ARCHIVIST OF THE UNITED STATES,39711,39704,1,David Sean Ferriero,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"College Park, MD",1098
Chairman,1/1/2019,Executive,NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,39702,-1,1,L. Preston Bryant Jr.,,Presidential Appointment (without Senate Confirmation)(PA),Other Pay Plan* (all those not listed separately)(OT),,5,"Washington, DC",1099
Council Member,,Executive,ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,37827,-1,1,Geovette Washington,,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,11,"Washington, DC",11
"Member, Advisory Board for Cuba Broadcasting",,Executive,BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,39403,39401,2,Vacant,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,135,"Miami, FL",110
Commission Member,1/1/2017,Executive,NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,39702,-1,1,Elizabeth A. White,,Presidential Appointment (without Senate Confirmation)(PA),Other Pay Plan* (all those not listed separately)(OT),,10,"Washington, DC",1100
Commission Member,1/1/2021,Executive,NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,39702,-1,1,Thomas Gallas,,Presidential Appointment (without Senate Confirmation)(PA),Other Pay Plan* (all those not listed separately)(OT),,15,"Washington, DC",1101
Chairperson,9/17/2016,Executive,NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,-1,1,Clyde Terry,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,5,"Washington, DC",1102
Vice-Chair,9/17/2016,Executive,NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,-1,1,Katherine Seelman,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,10,"Washington, DC",1103
Member,9/17/2016,Executive,NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,-1,1,Gary Blumenthal,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,15,"Washington, DC",1104
Member,9/17/2016,Executive,NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,-1,1,Janice Lehrer-Stein,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,20,"Washington, DC",1105
Member,9/17/2016,Executive,NATIONAL COUNCIL ON DISABILITY,NATIONAL COUNCIL ON DISABILITY,37554,-1,1,Benro Ogunyipe,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,25,"Washington, DC",1106
Chairman,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,Richard Thomas Metsger,6 Years,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Alexandria, VA",1107
Chief of Staff,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,Michael `Radway,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),"$234,999 ",10,"Washington, DC",1108
"Director, Public and Congressional Affairs/Chief Policy Advisor to the Chairman",,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,Todd M. Harper,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),"$234,999 ",15,"Alexandria, VA",1109
"Member, Advisory Board for Cuba Broadcasting",,Executive,BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,39403,39401,2,Vacant,3 Years,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,140,"Miami, FL",111
Staff Assistant,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE CHAIRMAN,40386,37564,2,Donna G. Giobbi,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),"$106,918 ",20,"Alexandria, VA",1110
Vice Chair,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,Vacant,4 Years,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,10,"Alexandria, VA",1111
Board Member,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,John Mark McWatters,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,15,"Alexandria, VA",1112
Senior Policy Advisor,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,Sarah Dee Vega,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),"$191,155 ",20,"Alexandria, VA",1113
Staff Assistant,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,Katie M. Supples,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),"$60,091 ",20,"Alexandria, VA",1114
Staff Assistant,,Executive,NATIONAL CREDIT UNION ADMINISTRATION,OFFICE OF THE BOARD,37565,37564,5,Vacant,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),,25,"Alexandria, VA",1115
Director,9/21/2019,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Kathryn K. Matthew,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,1,"Washington, DC",1116
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Althemese P. Barnes,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",2,"Washington, DC",1117
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Christie P. Brandau,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",3,"Washington, DC",1118
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Noberto J. Castro,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",4,"Washington, DC",1119
Director,,Executive,CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,37825,37824,4,John O. Brennan,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,5,"Washington, DC",112
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,John F. Coppola,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",5,"Washington, DC",1120
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Vishakha N. Desai,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",6,"Washington, DC",1121
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Carla D. Hayden,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",7,"Washington, DC",1122
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Luis Herrera,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",8,"Washington, DC",1123
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Lisa F. Hoffman,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",9,"Washington, DC",1124
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Eric J. Jolly,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",10,"Washington, DC",1125
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Tammie J. Kahn,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",11,"Washington, DC",1126
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,George W. Kerscher,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",12,"Washington, DC",1127
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Susana T. Leval,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",13,"Washington, DC",1128
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Mary R. Minow,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",14,"Washington, DC",1129
Deputy Director,,Executive,CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,37825,37824,4,David S. Cohen,,Presidential Appointment (without Senate Confirmation)(PA),Executive Schedule(EX),III,10,"Washington, DC",113
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Lawrence J. Pijeaux,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",15,"Washington, DC",1130
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Jacqueline Sundstrand,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",16,"Washington, DC",1131
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Winston D. Tabb,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",17,"Washington, DC",1132
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Suzanne E. Thorin,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",18,"Washington, DC",1133
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Robert Wedgeworth,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$26,000 ",19,"Washington, DC",1134
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,20,"Washington, DC",1135
Member,,Executive,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,40307,37758,10,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,21,"Washington, DC",1136
"Director, Institute of Museum and Library Services",,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Susan Hodge Hildreth,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Washington, DC",1137
General Counsel,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",1138
Chief of Staff,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Vacant,,,Senior Executive Service(ES),,15,"Washington, DC",1139
Statutory Inspector General,,Executive,CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,37825,37824,4,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),,15,"Washington, DC",114
Deputy Director for Library Services,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Vacant,,,Senior Executive Service(ES),,20,"Washington, DC",1140
Chief Financial Officer,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Vacant,,,Senior Executive Service(ES),,25,"Washington, DC",1141
Deputy Director Museum Services,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Vacant,,,Senior Executive Service(ES),,30,"Washington, DC",1142
Chief Operating Officer,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,37493,-1,1,Vacant,,,Senior Executive Service(ES),,35,"Washington, DC",1143
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Terry L. Maple,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,5,"Washington, DC",1144
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,David Donath,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,10,"Washington, DC",1145
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,15,"Washington, DC",1146
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Peter Hero,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,20,"Washington, DC",1147
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Margaret Scarlett,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,25,"Washington, DC",1148
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Maria M. Guillemard,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,30,"Washington, DC",1149
General Counsel,,Executive,CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,37825,37824,4,Caroline D. Krass,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,20,"Washington, DC",115
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Beth L. Walkup,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,35,"Washington, DC",1150
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Nancy S. Dwight,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,40,"Washington, DC",1151
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Wilson A. Greene,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,45,"Washington, DC",1152
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Judith A. Rapanos,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,50,"Washington, DC",1153
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Edwin J. Rigaud,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,55,"Washington, DC",1154
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,John Buchanan,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),$100,60,"Washington, DC",1155
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,65,"Washington, DC",1156
Member,,Executive,INSTITUTE OF MUSEUM AND LIBRARY SERVICES,NATIONAL MUSEUM AND LIBRARY SERVICES BOARD,37494,37493,1,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,70,"Washington, DC",1157
Chairman National Endowment for the Arts,,Executive,NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,-1,1,Rose Jane Chu,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Washington, DC",1158
"Executive Director, Presidents Committee on the Arts and the Humanities",,Executive,NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,39478,-1,1,Megan Beyer,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",1159
